AMDBId;run_material;raw_path;structure_content_id;run_content_id;status
anyt.am-1-58;LaCrO3-3;6/Runs/ht.task.tetralith--default.LaCrO3-3_SCF.cleanup.0.unclaimed.3.finished;a5c2195c86dc6813c620cb4c79477de7143adf7d758a2454f885e6b92c23cf9b;b73aa9109cc7ecc6ccf5c93de06b0d01002f033f02a1f466f5789343176c1583;auto
anyt.am-1-59;MnSe2;6/Runs/ht.task.tetralith--default.MnSe2_SCF.cleanup.0.unclaimed.3.finished;a0c0dc3b0319267d2795405ab81a1994be07f6f6d4fdb68bade737af5b6d9645;414c4492e3f2bb5a2f88b7776992af3b636bd5f7fb1963c242d752ca7f32eea7;auto
anyt.am-1-60;PrMnO3;8/Runs/ht.task.tetralith--default.PrMnO3_SCF.cleanup.0.unclaimed.3.finished;a17eebcfb4e2960e3aa10f510597813e2cfceecf51fd6c07ac31323882397d81;80ff2923978307fff88c50b9b1aa1139b39e39c3e0bd21987f5ddabfd392e4c8;auto
anyt.am-1-65;YVO3-2;10/Runs/ht.task.tetralith--default.YVO3-2_SCF.cleanup.0.unclaimed.3.finished;255ffa971e7fb0fb397a4fd6796d29f6963b2919448efb1e7ceb56a66bf29873;c04c5ce980996e3fa48408d4ab57c4f88868a6f02e37946577ae3061eaaf1930;auto
anyt.am-1-66;Sr2HoRuO6;8/Runs/ht.task.tetralith--default.Sr2HoRuO6_SCF.cleanup.0.unclaimed.3.finished;2e24f4c28b70fee4e9c635d90ededa7bbc8755b1fde05b18ed55f4b427033f71;07a49f0e76400181b3d0a80ac4aa0fdfb0d42cb1b39e0efe7f5fb7b06e2870d2;auto
anyt.am-1-67;NdCrO3;7/Runs/ht.task.tetralith--default.NdCrO3_SCF.cleanup.0.unclaimed.3.finished;e2905b683aeeffeaeafbb6d0f3ab58f278a0886287084b39dcfea79b4a387c1d;247ec3b5c13c6bb8931c372fb28fe74269991636a4fd1555ac1bd1279fd43db7;auto
anyt.am-1-68;ErVO3;4/Runs/ht.task.tetralith--default.ErVO3_SCF.cleanup.0.unclaimed.3.finished;faa25772938866658065de5f09b6ef90585f2f5e1dcffb3b574692ba4defb8f7;8c07b6411f0b133bdcd39453a473a2f6d5ac06bdf8225b1e6208af099f1fe978;auto
anyt.am-1-69;CoFePO5;2/Runs/ht.task.tetralith--default.CoFePO5_SCF.cleanup.0.unclaimed.3.finished;2a8cb188c2bc12d6c48498785983e9694ecff8ec90faed76503478b2ede01b73;1354b1eda601e0c95ed6198214570f7c8278d2add787ecef9805443cc9f2b872;auto
anyt.am-1-7;Cu2O3Cl-2;3/Runs/ht.task.tetralith--default.Cu2O3Cl-2_SCF.cleanup.0.unclaimed.3.finished;a00dff17d4d7ce0bd5d31c6b9a35d36ee128938cf206e3a99305d44dbf0e7327;d8760f0ead1b57d7260ed31cf2c0f8cb704b9f0d2ccf4905916f92ad6f965758;curated
anyt.am-1-70;MnCO3;6/Runs/ht.task.tetralith--default.MnCO3_SCF.cleanup.0.unclaimed.3.finished;b5c6312a2726260da34e412ff21daa38fe356e6f08d3abb0f4c31f0be1762f5b;25840e5fb3b0e2262dd5069231ef53734af3c9b1c108bad6bce5699cf77b1821;auto
anyt.am-1-72;FeF3-3;5/Runs/ht.task.tetralith--default.FeF3-3_SCF.cleanup.0.unclaimed.3.finished;d8ce38f85774608f7377b7d7048ebe6b945c9614ec6f8742105bf6979df6faa7;a2997bd48995d20b2a64f3bbc536117ae946336b5dff17145b423177e706accd;auto
anyt.am-1-75;FeCO3;5/Runs/ht.task.tetralith--default.FeCO3_SCF.cleanup.0.unclaimed.3.finished;c82faa54fd945b525f2c54097e96b7a159c4468d3fe2885630dd684ac7365025;e65edd9e73990fb13df1561898e4c45b6eec0fd92c3c892fe1e7cfc9627be58e;auto
anyt.am-1-76;Ba3CoIr2O9;1/Runs/ht.task.tetralith--default.Ba3CoIr2O9_SCF.cleanup.0.unclaimed.3.finished;968d175a00a547e86291ad3b46d204fc8b17297aad2a2de0ef4caa6566822f8a;1079d3b1370aa8b212befa3b5958231b58249eb98c55238ff18a442f1ec4af97;auto
anyt.am-1-77;CoF3;2/Runs/ht.task.tetralith--default.CoF3_SCF.cleanup.0.unclaimed.3.finished;4ac703f2c55ced422baed678edf7078796bc86c4d4e348ca873037e978013db0;f8bee3a85c0f543a92ee831692a12d075effffd34b0eb7bf7e4371a586f144b8;auto
anyt.am-1-78;Sr2CoTeO6;8/Runs/ht.task.tetralith--default.Sr2CoTeO6_SCF.cleanup.0.unclaimed.3.finished;19d5586849073fea2a54d141f57740fc85ccdef0fa25b98253b6fb9f238ca618;1314fd119509c36f97469e075eb2468d9748ae3885ba5d4bda72a1db771bb385;auto
anyt.am-1-79;CoTa4Se8;2/Runs/ht.task.tetralith--default.CoTa4Se8_SCF.cleanup.0.unclaimed.3.finished;90c4401d2df5c7cc06a56f9da3d5a5005b68b7294ebfec499a39ba05bc4becec;b5b56ff42d26b1cd078fb9b431d3a18e878d74d49aecf550096d4ad398296c30;auto
anyt.am-1-8;CoF2;2/Runs/ht.task.tetralith--default.CoF2_SCF.cleanup.0.unclaimed.3.finished;cf02d873d33c85be664d4a4252830644ce3dd4a22f91941bba6f5f088d0652c2;4c2f7c54c955de16c9d00385adfa81e7ff325283b5a7adee66b369c86d43f674;auto
anyt.am-1-81;LuVO3;6/Runs/ht.task.tetralith--default.LuVO3_SCF.cleanup.0.unclaimed.3.finished;30be7bdff3d252806aa7befb5dd29043dfbef9baf71a255e269e1f4e2c269ce5;ad452b59cd4ef488754ee39668841b78060544721f81059a3dad5da6d4145f55;auto
anyt.am-1-82;RbCoBr3;8/Runs/ht.task.tetralith--default.RbCoBr3_SCF.cleanup.0.unclaimed.3.finished;2b05329ef68f52104ae88af44f7e8f1f104dbc07d2f9d40249bc444c2358feb9;0dff7e47a74a7ba67e03ffbf6ee16727aec66e6c2acc080b4ab9d0f146773f0e;auto
anyt.am-1-83;CeMn2Ge4O12;2/Runs/ht.task.tetralith--default.CeMn2Ge4O12_SCF.cleanup.0.unclaimed.3.finished;0e54289a658e7b176e99e2ebfa5f8c5229d61f681a0593eb67a62a8f40a61445;70fb8218a2e96806e1b3d0fe604565304cbfe1df87554732edbf8538ccc00a12;auto
anyt.am-1-84;YMnO3;10/Runs/ht.task.tetralith--default.YMnO3_SCF.cleanup.0.unclaimed.3.finished;da02d9ff46a1e4989d9b4f00fa7174c1623339822fecc4e91ea7fdbfc0a09e95;a289864ee7a46f53bb123eba22e24705bbd355ea41a56b6915831d01dff75440;auto
anyt.am-1-85;Ca2MnReO6;1/Runs/ht.task.tetralith--default.Ca2MnReO6_SCF.cleanup.0.unclaimed.3.finished;7404448e04df95c02bcadbcd4e757ad922069ba4cb84de4022fcd24e83929d2d;9b07553ca34e36ef8a7927594536df0a8f082bbebfb5b331a33374833b723836;auto
anyt.am-1-86;Co2SiO4;2/Runs/ht.task.tetralith--default.Co2SiO4_SCF.cleanup.0.unclaimed.3.finished;88b27eb548d79bb953436e30a1525fe7ba722bc66c691567cd019aeb4ec57d95;44fb0e5d0e3ffcbfed0559c4f96c6b5e7a067a5a8aaba889cf58e1e97af703ae;auto
anyt.am-1-88;Mn2SeO3F2;6/Runs/ht.task.tetralith--default.Mn2SeO3F2_SCF.cleanup.0.unclaimed.3.finished;0b58df48fd5b8978a9b86f556dc8fdef5722b177571f2b5b4770f5645125f665;9f221ea4654a3ecdd3e7416b6aa6a61ce265f75252938afd186c1975dd19d6f8;auto
anyt.am-1-89;FeF3;5/Runs/ht.task.tetralith--default.FeF3_SCF.cleanup.0.unclaimed.3.finished;3e14fa039e0a0d22b50657240befa1f49f3265a92389f839620636ad27dfd281;8cfafc5607da3cb8d68270be9f0b1b2f9d54f71702398a0303037cd8222361a4;auto
anyt.am-1-90;Mn4Nb2O9;6/Runs/ht.task.tetralith--default.Mn4Nb2O9_SCF.cleanup.0.unclaimed.3.finished;36bea70defc612821d453c32a55365c0160d91545ca52f1d0f17541a020ccad8;98c7e85cb8f5fdf6efa4ea5bcca545b2061c91d46cfad7ae6d9a076b0fa5e43a;auto
anyt.am-1-91;Ce4Sb3;2/Runs/ht.task.tetralith--default.Ce4Sb3_SCF.cleanup.0.unclaimed.3.finished;0c97259e3af82afd350c5f80708d96fd016aa4f5cb976578c418827d6e907a30;211259532106610b044c15e0282a246852a0a139c315ad7ad37723c981fed8f8;auto
anyt.am-1-92;Sr2DyRuO6;8/Runs/ht.task.tetralith--default.Sr2DyRuO6_SCF.cleanup.0.unclaimed.3.finished;8e04830c7f05cb2fab48b71054b9423f402bba8bb8d774ece6a51db148f20d81;13be8f588fcf75ee2755e83ae7b009010c385e1e7a8c070ecc52bb6622cdb743;auto
anyt.am-1-93;YRuO3;10/Runs/ht.task.tetralith--default.YRuO3_SCF.cleanup.0.unclaimed.3.finished;0eaca9c87b9c80c96f6d636781caf002ef0fa5fc4d4d6681651bd20208cac346;6a6f1a245ca8ffe7a06ce763b7933e69aaf386286715ea8b325443b1c584ab1c;auto
anyt.am-1-95;LiFeP2O7;6/Runs/ht.task.tetralith--default.LiFeP2O7_SCF.cleanup.0.unclaimed.3.finished;eb182c79a664da4086238d9ff172df78628da02d464aead70f5167d0c41d745f;23590acac49c27c103d6d22cf8865fe73b39510dbb2d0849c169d8d66ddb93de;auto
anyt.am-1-96;Sr2ErRuO6;8/Runs/ht.task.tetralith--default.Sr2ErRuO6_SCF.cleanup.0.unclaimed.3.finished;7446046d7c96728570574f5d5e478add6d409d921ef88448b629cf67e21d8663;fa83c352258bfe1b26fc62480a4ee8816900592de7bf4ec156878c21698f82f6;auto
anyt.am-1-97;Sr2YRuO6;9/Runs/ht.task.tetralith--default.Sr2YRuO6_SCF.cleanup.0.unclaimed.3.finished;40b9917f850284fa8b44d58b60cdf27f11e190bd0cecd142f3690189f9505469;704ae4b3ba61c34d6704150b8fec22cbc02ee5ae1435382b4b7ff5f0fbed0da4;auto
anyt.am-1-98;Fe2PO5;4/Runs/ht.task.tetralith--default.Fe2PO5_SCF.cleanup.0.unclaimed.3.finished;7c49411effd90eb28cf884511915a772f5c73e01a904f6dfb9fa03a5fa60759c;abf63fcfb08a008f51cee56d2cbeb120882b51783a3df5df308d631f7b4469c0;auto
anyt.am-1-99;HoMnO3;5/Runs/ht.task.tetralith--default.HoMnO3_SCF.cleanup.0.unclaimed.3.finished;7f87cb3ddd289fa53ebb11aaae7a074307103f9f2addfd194f611eb75229a9ad;bdad25a333f25407026553a0d6c43dd8a4571a9bbd87a9a5cd1e927b24b92b86;auto
